,Date,Score,Grade,Gender,School,Format
44,2016-01-01,257,9, Boys, MOUNT VERNON HIGH SCHOOL, 3D 
45,2016-01-01,270,9, Boys, MOUNT VERNON HIGH SCHOOL, B 
46,2015-12-19,292,9, Boys, MOUNT VERNON HIGH SCHOOL, B 
47,2015-12-05,290,9, Boys, MOUNT VERNON HIGH SCHOOL, B 
48,2015-12-01,285,9, Boys, MOUNT VERNON HIGH SCHOOL, B 
49,2015-11-16,287,9, Boys, MOUNT VERNON HIGH SCHOOL, B 
50,2015-05-07,271,8, Boys, MOUNT VERNON MS / WASHINGTON ES, 3D 
51,2015-05-07,282,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
52,2015-04-18,281,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
53,2015-04-01,278,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
54,2015-03-07,282,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
55,2015-03-01,276,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
56,2015-02-21,283,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
57,2015-02-14,272,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
58,2015-02-07,269,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
59,2015-02-01,279,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
60,2015-01-24,240,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
61,2015-01-17,258,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
62,2015-01-10,274,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
63,2015-01-01,276,8, Boys, MOUNT VERNON MS / WASHINGTON ES, B 
64,2014-07-11,268,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
65,2014-05-08,267,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
66,2014-05-08,248,7, Boys, MOUNT VERNON HIGH SCHOOL, 3D 
67,2014-04-01,271,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
68,2014-03-01,269,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
69,2014-02-15,270,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
70,2014-02-08,264,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
71,2014-02-01,282,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
72,2014-01-25,280,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
73,2014-01-18,253,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
74,2014-01-11,270,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
75,2014-01-04,267,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
76,2014-01-02,259,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
77,2014-01-01,267,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
78,2013-12-17,264,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
79,2013-11-18,253,7, Boys, MOUNT VERNON HIGH SCHOOL, B 
80,2013-05-09,279,6, Boys, MOUNT VERNON HIGH SCHOOL, B 
81,2013-04-27,260,6, Boys, MOUNT VERNON HIGH SCHOOL, B 
82,2013-04-20,281,6, Boys, MOUNT VERNON HIGH SCHOOL, B 
83,2013-04-13,255,6, Boys, MOUNT VERNON HIGH SCHOOL, B 
84,2013-04-06,278,6, Boys, MOUNT VERNON HIGH SCHOOL, B 
85,2012-05-11,269,5, Boys, MOUNT VERNON HIGH SCHOOL, B 
86,2012-04-22,263,5, Boys, MOUNT VERNON HIGH SCHOOL, B 
87,2012-04-08,248,5, Boys, MOUNT VERNON HIGH SCHOOL, B 
