"RegionID","Date","RegionName","State","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
394345,2015-12-31,"Athens, TX","TX",366,143400,0.0105708245243129,0.0213675213675214,0.0839002267573696,,,"2011-10","2011-Q4",184500,-0.222764227642276,
394925,2015-12-31,"Oak Harbor, WA","WA",367,294400,0.00546448087431694,0.0169257340241796,0.103862017247844,0.0222987753563708,0.00136614123874912,"2006-12","2006-Q4",322600,-0.0874147551146931,"2006-01"
395106,2015-12-31,"Somerset, PA","PA",368,95000,0.00105374077976818,0.00849256900212314,-0.0124740124740125,-0.0006350555504957,0.0098446239742338,"2014-08","2014-Q3",100100,-0.050949050949051,"2012-01"
394738,2015-12-31,"Keene, NH","NH",369,170000,0.00235849056603774,0.00830367734282325,-0.00758902510215995,0,-0.0138037300859181,"2007-02","2007-Q1",204000,-0.166666666666667,"2004-04"
395062,2015-12-31,"Sandusky, OH","OH",370,121900,0.00827129859387924,0.0149875104079933,0.0124584717607973,0.0364918804618823,-0.00625970269378429,"2005-03","2005-Q1",132700,-0.0813865862848531,"2003-09"
394489,2015-12-31,"Columbus, IN","IN",371,135000,0.0104790419161677,0.0258358662613982,0.0680379746835443,0.0340309379052379,,"2015-12","2015-Q4",135000,0,"2015-12"
394452,2015-12-31,"Centralia, WA","WA",372,158500,0.00826972010178117,0.0285528877352369,0.0630449362843729,0.00991455160261157,0.00501193613640849,"2008-04","2008-Q2",174900,-0.093767867352773,"2006-05"
394445,2015-12-31,"Casper, WY","WY",373,189400,0.00211640211640212,0.00317796610169492,0.027114967462039,0.0076707705831971,0.0224437850116403,"2008-02","2008-Q1",199700,-0.0515773660490736,"2007-08"
394675,2015-12-31,"Helena, MT","MT",374,187200,-0.000533902829684997,0.00267809319764328,0.0359712230215827,-0.000426803399231734,0.0104000061978129,"2009-11","2009-Q4",211100,-0.113216485078162,"2008-01"
394955,2015-12-31,"Palatka, FL","FL",375,87700,0.00228571428571429,0.01036866359447,0.0515587529976019,-0.0212777737897857,-0.0359087955948906,"2006-11","2006-Q4",139900,-0.373123659756969,"2004-06"
395085,2015-12-31,"Seneca, SC","SC",376,140400,-0.00707213578500707,-0.0357142857142857,0.033112582781457,-0.00389225049042574,,"2010-11","2010-Q4",146000,-0.0383561643835616,
753881,2015-12-31,"Glenwood Springs, CO","CO",377,435700,0.00507497116493656,0.0127847512784751,0.0758024691358025,0.0562119798165051,0.0190624034840601,"2008-05","2008-Q2",506700,-0.140122360371028,"2007-03"
394744,2015-12-31,"Key West, FL","FL",378,512600,0.00806293018682399,0.0256102440976391,0.114347826086957,0.0614053779539454,-0.0340697366581599,"2005-11","2005-Q4",733600,-0.301254089422028,"2004-06"
394298,2015-12-31,"Aberdeen, WA","WA",379,120700,-0.000827814569536424,0.0100418410041841,0.05231037489102,-0.00887237055293943,-0.00365374183791367,"2007-09","2007-Q3",139300,-0.133524766690596,"2005-09"
753883,2015-12-31,"Greenfield Town, MA","MA",380,198900,-0.00100452034153692,0.00302571860816944,0.021047227926078,0.000908358381643382,-0.000751788997273128,"2007-01","2007-Q1",210400,-0.0546577946768061,"2005-11"
394897,2015-12-31,"Muskogee, OK","OK",381,66900,0,0.0136363636363636,0.00753012048192771,0.0614477859168887,0.0262171684136774,"2014-10","2014-Q4",70300,-0.0483641536273115,"2014-08"
394614,2015-12-31,"Frankfort, KY","KY",382,122600,0.000816326530612245,-0.000814995925020375,0.0293870696893367,0.0203229183940443,0.00448840310424292,"2015-07","2015-Q3",123300,-0.0056772100567721,"2015-05"
395126,2015-12-31,"Statesboro, GA","GA",383,134900,0.00222882615156018,0.0104868913857678,-0.0238784370477569,0.0113213309762583,,"2009-08","2009-Q3",151600,-0.110158311345646,
394826,2015-12-31,"Marion, IN","IN",384,66800,-0.00298507462686567,-0.0132939438700148,-0.0147492625368732,0.00210908774022767,-0.0257380610397211,"2004-11","2004-Q4",87900,-0.24004550625711,"2000-02"
394866,2015-12-31,"Minot, ND","ND",385,210800,-0.000474158368895211,-0.00142112742775936,-0.00142112742775936,0.0458132510006344,,"2013-06","2013-Q2",225600,-0.0656028368794326,"2012-12"
395088,2015-12-31,"Shawnee, OK","OK",386,82100,-0.00605326876513317,-0.0341176470588235,-0.0584862385321101,0.0651788477921249,0.0526239230371333,"2014-07","2014-Q3",89400,-0.08165548098434,"2014-01"
395021,2015-12-31,"Richmond, IN","IN",387,74700,-0.00796812749003984,-0.0132100396301189,-0.0171052631578947,-0.00344470297998012,-0.0221980498522188,"2005-03","2005-Q1",95700,-0.219435736677116,"2000-09"
394647,2015-12-31,"Greeneville, TN","TN",388,85700,0.00233918128654971,0.00586854460093897,0.0288115246098439,0.0156249401920801,0.016148057041399,"2015-12","2015-Q4",85700,0,"2015-12"
394764,2015-12-31,"Lake City, FL","FL",389,109000,0.00739371534195933,0.010194624652456,0.0292728989612842,-0.00362985988949915,-0.0188889428785114,"2006-11","2006-Q4",151900,-0.282422646477946,"2005-03"
394736,2015-12-31,"Kapaa, HI","HI",390,543300,0.0189422355588897,0.0472243639167309,0.114918941104043,0.0666652483899184,-0.00632924848400329,"2006-05","2006-Q2",598000,-0.0914715719063545,"2005-07"
394762,2015-12-31,"LaGrange, GA","GA",391,92400,0.00983606557377049,0.024390243902439,0.00434782608695652,0.0269075402946555,-0.00203117722525537,"2008-11","2008-Q4",108200,-0.146025878003697,"2005-10"
394877,2015-12-31,"Morehead City, NC","NC",392,231400,-0.003015941404567,-0.003015941404567,0.0198325253415602,-0.00171822321246207,-0.00985047673788397,"2007-03","2007-Q1",271300,-0.147069664577958,"2005-09"
