,Date,Score,Grade,Gender,School,Format
32,2016-05-12,289,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
33,2016-05-12,290,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
34,2016-03-05,289,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
35,2016-03-04,278,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
36,2016-02-19,282,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
37,2016-02-06,277,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
38,2016-01-31,252,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
39,2016-01-30,260,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
40,2016-01-23,268,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
41,2016-01-23,252,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
42,2016-01-16,268,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
43,2016-01-16,276,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
44,2016-01-09,283,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
45,2016-01-09,290,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
46,2016-01-09,281,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
47,2016-01-02,292,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
48,2015-12-19,291,9, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
49,2015-12-12,292,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
50,2015-12-05,290,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
51,2015-07-22,293,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
52,2015-07-18,265,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
53,2015-05-07,290,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
54,2015-05-07,280,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, 3D 
55,2015-04-18,276,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
56,2015-03-07,276,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
57,2015-02-22,265,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
58,2015-02-21,281,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
59,2015-02-14,282,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
60,2015-02-07,284,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
61,2015-01-31,283,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
62,2015-01-24,279,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
63,2015-01-17,271,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
64,2015-01-10,264,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
65,2015-01-03,268,8, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
66,2014-12-27,269,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
67,2014-12-13,275,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
68,2014-03-01,266,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
69,2014-02-15,260,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
70,2014-02-08,259,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
71,2014-02-01,254,7, Boys, Eddyville-Blakesburg- Fremont Jr/Sr High, B 
