,Date,Score,Grade,Gender,School,Format
0,2017-07-21,285,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
1,2017-05-11,284,9, Girls, ANAMOSA HIGH SCHOOL, B 
2,2017-05-11,280,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
3,2017-05-10,289,9, Girls, ANAMOSA HIGH SCHOOL, B 
4,2017-04-29,284,9, Girls, ANAMOSA HIGH SCHOOL, B 
5,2017-04-22,280,9, Girls, ANAMOSA HIGH SCHOOL, B 
6,2017-04-22,269,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
7,2017-03-04,276,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
8,2017-03-03,288,9, Girls, ANAMOSA HIGH SCHOOL, B 
9,2017-02-18,287,9, Girls, ANAMOSA HIGH SCHOOL, B 
10,2017-02-11,281,9, Girls, ANAMOSA HIGH SCHOOL, B 
11,2017-02-07,285,9, Girls, ANAMOSA HIGH SCHOOL, B 
12,2017-02-04,282,9, Girls, ANAMOSA HIGH SCHOOL, B 
13,2017-01-28,265,9, Girls, ANAMOSA HIGH SCHOOL, B 
14,2017-01-28,279,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
15,2017-01-28,281,9, Girls, ANAMOSA HIGH SCHOOL, B 
16,2017-01-21,289,9, Girls, ANAMOSA HIGH SCHOOL, B 
17,2017-01-07,269,9, Girls, ANAMOSA HIGH SCHOOL, B 
18,2017-01-07,265,9, Girls, ANAMOSA HIGH SCHOOL, 3D 
19,2016-12-03,279,8, Girls, ANAMOSA HIGH SCHOOL, B 
20,2016-06-24,286,8, Girls, ANAMOSA HIGH SCHOOL, 3D 
21,2016-06-23,284,8, Girls, ANAMOSA HIGH SCHOOL, B 
22,2016-06-10,271,8, Girls, ANAMOSA HIGH SCHOOL, B 
23,2016-05-13,275,8, Girls, ANAMOSA HIGH SCHOOL, B 
24,2016-05-12,278,8, Girls, ANAMOSA HIGH SCHOOL, 3D 
25,2016-05-12,278,8, Girls, ANAMOSA HIGH SCHOOL, B 
26,2016-04-23,281,8, Girls, ANAMOSA HIGH SCHOOL, B 
27,2016-04-16,278,8, Girls, ANAMOSA HIGH SCHOOL, B 
28,2016-03-12,272,8, Girls, ANAMOSA HIGH SCHOOL, B 
29,2016-03-05,281,8, Girls, Anamosa Middle School, 3D 
30,2016-03-04,279,8, Girls, ANAMOSA HIGH SCHOOL, B 
31,2016-02-20,260,8, Girls, Anamosa Middle School, B 
32,2016-02-13,270,8, Girls, Anamosa Middle School, B 
33,2016-02-05,265,8, Girls, Anamosa Middle School, B 
34,2016-01-30,255,8, Girls, Anamosa Middle School, B 
35,2016-01-24,254,8, Girls, ANAMOSA HIGH SCHOOL, B 
36,2016-01-23,259,8, Girls, Anamosa Middle School, B 
37,2016-01-16,267,8, Girls, ANAMOSA HIGH SCHOOL, B 
38,2016-01-09,263,8, Girls, Anamosa Middle School, B 
39,2016-01-02,273,8, Girls, Anamosa Middle School, B 
40,2015-12-19,273,7, Girls, Anamosa Middle School, B 
41,2015-05-07,272,7, Girls, ANAMOSA HIGH SCHOOL, B 
42,2015-04-18,264,7, Girls, ANAMOSA HIGH SCHOOL, B 
43,2015-03-07,263,7, Girls, ANAMOSA HIGH SCHOOL, B 
44,2015-02-21,262,7, Girls, ANAMOSA HIGH SCHOOL, B 
45,2015-02-14,278,7, Girls, ANAMOSA HIGH SCHOOL, B 
46,2015-02-07,268,7, Girls, ANAMOSA HIGH SCHOOL, B 
47,2015-01-31,278,7, Girls, ANAMOSA HIGH SCHOOL, B 
48,2015-01-24,258,7, Girls, ANAMOSA HIGH SCHOOL, B 
49,2015-01-17,260,7, Girls, ANAMOSA HIGH SCHOOL, B 
50,2015-01-10,267,7, Girls, ANAMOSA HIGH SCHOOL, B 
51,2015-01-03,252,6, Girls, ANAMOSA HIGH SCHOOL, B 
52,2014-03-01,263,6, Girls, ANAMOSA HIGH SCHOOL, B 
53,2014-02-15,257,6, Girls, ANAMOSA HIGH SCHOOL, B 
54,2014-02-08,246,6, Girls, ANAMOSA HIGH SCHOOL, B 
55,2014-02-01,256,6, Girls, ANAMOSA HIGH SCHOOL, B 
56,2014-01-25,244,6, Girls, ANAMOSA HIGH SCHOOL, B 
57,2014-01-18,242,6, Girls, ANAMOSA HIGH SCHOOL, B 
58,2014-01-04,222,4, Girls, ANAMOSA HIGH SCHOOL, B 
